words_list,labels
"['Always' 'cute' 'and' 'lucky' '.' 'and' 'Always' 'forward' 'from' 'other'
 'people' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['#314' ':' 'Life' 'sucks' ',' 'and' 'then' 'you' 'hook' 'up' 'with'
 'someone' 'who' ""doesn't"" '...']","['other' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['I' 'fully' 'support' 'Swachh' 'Bharat' 'Abhiyan' '.'],['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
"['They' 'say' 'whre' 'there' ""'s"" 'a' 'will' ',' 'there' ""'s"" 'a' 'way'
 'but' 'I' 'dont' 'see' 'myslf' 'a' 'Twitter' 'celeb' 'cos' 'noone' 'RT'
 'my' 'tweets' '-Aisa' 'underrated' 'tweeps' 'ko' 'lagta' 'hga']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang2']"
['U' 'r' 'tite' 'priyanka'],['lang1' 'lang1' 'lang1' 'name']
"['Im' 'daughter' 'of' 'himalayas' 'you' 'are' 'son' 'of' 'mugal'
 'badshaha' 'but' 'met' 'in' 'comment']","['lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang1' 'lang1' 'lang1' 'lang1']"
['mutual' 'masterbation' 'for' 'win' '..'],['lang1' 'lang1' 'lang1' 'lang1' 'other']
"['Hi' 'salman' 'u' 'never' 'work' 'with' 'depika' 'padu' 'because' 'she'
 'is' 'egoistic' 'person' 'and' 'your' 'fans' 'do' ""n't"" 'like' 'her' 'u'
 'work' 'wit' 'Chinese' 'actress' 'in' 'tubelight' 'we' 'like' 'it' 'and'
 'love']","['lang2' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
"['Rooftops' ',' 'moonlight' 'and' 'music']",['lang1' 'other' 'lang1' 'lang1' 'lang1']
"['Arun' 'Lal-' 'ye' 'dekhiye' 'Mohit' 'Sharma' 'ko' ';' 'kis' 'tarah'
 'chhalange' 'mar' 'ke' 'gendbazi' 'ki' 'shuruvat' 'karte' 'h' '.' 'Maza'
 'aa' 'raha' 'h' 'unki' 'balls' 'dekh' 'kar' '#IndvsSA']","['name' 'name' 'lang2' 'lang2' 'name' 'name' 'lang2' 'other' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1']"
['Hello' 'bhai' 'kese' 'ho'],['lang1' 'lang2' 'lang2' 'lang2']
['Jai' 'how' 'indo' 'Russian' 'relationship' 'modi' 'sir' '.'],['lang2' 'lang1' 'name' 'name' 'lang1' 'name' 'lang1' 'other']
"['You' 'are' 'the' 'hero' 'of' 'our' 'nation' '..' '..' 'we' 'are' 'proud'
 'of' 'you' '..' '..' 'always' 'try' 'to' 'continou' 'it']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
"['Ka' 'ho' 'bachhan' 'ji' 'ab' 'dusro' 'ko' 'bhi' 'kamane' 'ka' 'moka'
 'de' 'do' 'bhai' '.' 'Age' 'dekhiye' 'apni' '.']","['lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'other']"
['Dhoni' 'superstar' 'cool' 'aur' 'world' 'ka' 'best' 'captain'],['name' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1']
"['Looks' 'awesome' 'in' 'this' 'video' '!!' '!!' 'Super' 'lady' '!!' '!'
 '(' 'BTW' 'change' 'your' 'profile' 'picture' ',' 'looks' 'awkward'
 'with' 'smile' 'and' 'dress' ',' 'not' 'good' '!!' ')']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other' 'other']"
"['@RailMinIndia' 'there' 'is' 'no' 'update' 'for' '12430' 'at' 'NDLS' '.'
 'Departure' 'time' 'was' '11:25' 'PM' 'from' 'starting' 'point' 'NDLS'
 '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'name'
 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'other']"
['Awsm' 'click' 'Atul' 'Yadav'],['lang1' 'lang1' 'name' 'name']
"['maine' 'to' 'subha' 'hi' 'bola' 'tha' '☺' '..' 'aaj' '100' 'lgega' '..'
 '.' 'aur' 'dekho' 'result' 'apke' 'samne' 'hai']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'other' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2']"
['Guod' 'boy' 'enn' 'guod' 'lied'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
['abe' 'ja' 'pehle' 'sorry' 'bol' 'k' 'aa'],['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']
"['Yes' 'DHoNI' 'is' 'BesT' 'PlayeR' 'in' 'ThE' 'WorlD' 'Bcs' 'He' ""'s"" 'a'
 'CooL' 'MaN' '.']","['lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['hathi' 'chale' 'bich' 'bajar' 'kutthe' 'voke' 'hazar'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
"['Seculars' 'think' 'India' 'is' 'dumping' 'ground' 'for' 'all' 'world'
 '`' 's' 'dejected' 'people' '#RohingyaHafizLink']","['lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1']"
['good' 'job' 'for' 'this' 'person'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
['@vandana_7' '@PMOIndia' '@narendramodi' 'And' 'wat' 'about' 'rape'],['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
"['India' 'ne' 'toss' 'jita' 'matlab' '50%macth' 'jitt' 'Best' 'of' 'luck'
 'team' 'india']","['name' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang1'
 'lang1' 'lang1' 'name']"
"['bevkoof' 'ladke' 'ye' 'confession' 'page' 'h' '.....' 'autobiography'
 'nhi' 'likhni' 'h' 'yha' '...']","['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
"['Smart' 'boy' '.' 'In' 'my' 'eyes' 'you' 'are' 'the' 'best' 'player' 'in'
 'the' 'world' '.' 'you' 'was' ',' 'you' 'are' 'and' 'you' 'will' 'a'
 'best' 'player']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
['Jay' 'hind' 'jay' 'bharat' 'jay' 'kabaddi'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
"['Wow' 'virrrraaaaat' 'wow' '..' '.!' '!!' 'thanks' 'alot' 'fr' 'being'
 'such' 'an' 'inspiration' '!!']","['lang1' 'name' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['@Surreal_sarvesh' 'Plans' '?'],['other' 'lang1' 'other']
"['Sir' 'ye' 'baatein' 'itni' 'aasani' 'se' 'samjh' 'mein' 'nhi' 'aati' '.'
 'Jab' 'Hum' 'practically' 'iss' 'dor' 'se' 'gujarte' 'hai' 'toh' '""""""""'
 'Sab' 'kuch' 'saaf' 'jo' 'jata' 'hai' '""""""""']","['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
['@IndigoLFC' 'Firmino' 'needs' 'to' 'be' 'replaced' '.'],['other' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
"['Mere' 'hi' 'shehar' 'k' 'pass' 'rehta' 'h' 'near' 'dehradun' '..' '..'
 '..' '..' '..' '..']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'name'
 'other' 'other' 'other' 'other' 'other' 'other']"
"['@RanveeriansFC' 'counting' 'on' 'fingers' 'tomm' 'wednesday' 'one' 'day'
 'to' 'go']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']"
"['Chiku' 'Bhai' 'aap' 'en' 'logo' 'ke' 'question' 'pr' 'mind' 'Mt' 'krna'
 ',' 'bsss' 'aap' 'apna' 'match' 'apne' 'dil' 'or' 'dimag' 'se' 'hi'
 'khelna' 'ok' 'bro' '!' 'All' 'waiting' 'your']","['name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1']"
['Happy' 'birth' 'day' 'to' 'u' 'amitabhji' 'Gujarat' 'vapi'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang2']
"['u' 'r' 'a' 'champ' '..' 'bt' 'aaj' 'to' 'dhoni' 'ki' 'bating' 'dkhne'
 'meI' 'mzaa' 'aaya']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang2' 'lang2' 'name'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2']"
"['Oh' ',' 'this' 'is' 'sad' ',' 'in' 'a' 'week' 'of' 'so' 'much' 'sadness'
 '(' 'David' 'Bowie' 'and' 'Alan' 'Rickman' ')' '.' 'I' 'liked' 'Rajesh'
 'Vivek' 'very' 'much' '..' '.' 'I' 'always' 'thought' 'that' 'under'
 'that' 'tough' 'layer' 'was' 'a' 'gentle' 'soul' '--' 'as' 'was'
 'revealed' 'in' 'both' 'Lagaan' 'and' 'Swades' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'name' 'name' 'lang1' 'name' 'name'
 'other' 'other' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'lang1' 'name' 'other']"
"['@RiteshBaranwa10' '@motorolaindia' 'Expecting' 'update' 'on' 'low'
 'cost' 'phones' 'is' ""n't"" 'fair' ',' 'especially' 'something' 'which'
 'comes' 'with' 'Mediatek' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'other']"
"['Tumne' 'apne' 'words' 'ka' 'insurance' 'to' 'krvaya' 'hoga' 'na' '@'
 'Komal' 'Singh']","['lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'name' 'name']"
"['virat' 'pls' 'jaldi' 'mat' 'kra' 'kro' 'thoda' 'tik' 'k' 'tumhare'
 'bina' 'jeetna' 'ab' 'mushkil' 'ho' 'gya' 'h' 'india' 'ka' '..' 'best'
 'of' 'luck']","['name' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name'
 'lang2' 'other' 'lang1' 'lang1' 'lang1']"
"['#298' ':' 'There' 'was' 'this' 'girl' 'who' 'always' 'visited' 'H13' ','
 'to' 'meet' 'guys' '...' 'once' 'near' 'powai' 'lake' 'she' 'told' 'me'
 'that' 'she' 'lived' 'with' 'guys' 'in' 'Delhi' 'for' 'a' 'year' 'but'
 'she' 'never' 'did' 'anything' 'with' 'them' 'and' 'still' ""doesn't""
 'know' 'how' 'to' 'kiss' '.' 'I' ""don't"" 'believe' 'that' '.' 'What' 'a'
 'bitch' '!' 'Guys' 'beware' 'of' 'her' 'and' 'never' 'get' 'sentimental'
 'if' 'she' 'talks' 'to' 'you' '...' 'I' 'think' ""she's"" 'lying' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'name' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
['@SPN_Wrestling' '@WWE' 'A' '.' 'Pinfall' '#NoMercyThe13th'],['other' 'other' 'lang1' 'other' 'lang1' 'lang1']
"['Blade' 'Runner' '2049' 'could' ""n't"" 'have' 'found' 'a' 'better' 'press'
 'agent' 'than' 'Indiewire' '.' 'Brave' 'of' 'them' 'to' 'champion' 'the'
 '185' 'million' 'dollar' 'underdog' '.']","['name' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']"
"['awsm' 'bhai' 'apke' 'naam' 'ki' 'movie' 'ho' 'or' 'hm' 'nhi' 'dekhe'
 'aisa' 'hosakta' 'hai' 'ky' 'kabhi' 'nhi' 'best' 'of' 'luck' 'bhai'
 'love' 'u' 'bhai']","['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2']"
"['@AsYouNotWish' 'Oh' 'yes' ',' 'he' 'is' 'that' 'person' '.']",['other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
['4mintat' '840' 'likes' 'khup' 'chhan'],['lang1' 'other' 'lang1' 'lang2' 'lang2']
['Sir' 'ji' 'good' 'night'],['lang1' 'lang2' 'lang1' 'lang1']
"['Sir' 'festival' 'season' 'me' 'train' 'time' 'pe' 'nhi' 'chlti' '.'
 'ECR' '.' 'bahut' 'problem' 'hoti' 'he' 'bihar' 'jane' 'ko' '.' 'Pls'
 'help']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'name' 'lang2'
 'lang2' 'other' 'lang1' 'lang1']"
['@JBAFilmTV' '@ShanChristopher' 'Eager' 'to' 'watch' 'the' 'Field' '..'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
['Saurabh' 'Bhola' 'tu' 'hai' 'na' ':P'],['name' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
"['Well' 'played' 'Virat' 'in' 'test' 'series' 'now' 'keep' 'it' 'on' 'in'
 'odi' 'and' 'nice' 'looking' 'man' '..' 'We' 'r' 'proud' 'of' 'you'
 'keep' 'going']","['lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
['jo' 'jo' 'single' 'hai' 'page' 'like' 'kro' '!!' '!'],['lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'other']
['Sir' 'ji' 'thanks' 'u' 'r' 'great'],['lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1']
"['There' 'is' 'every' 'chance' 'I' 'will' 'lose' 'faith' 'in' 'humanity'
 'if' 'someone' 'even' 'dare' 'touch' 'Prof' '.' 'Kancha' 'Ilaiah' '.'
 '#IamKancha']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'name' 'name'
 'other' 'lang1']"
['same' 'here' 'bro' 'same' 'here' '..'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
"['I' 'still' 'can' ""n't"" 'believe' 'u' 'reply' 'back' '..' '..' '@MKBHD'
 'quality' 'tech' 'youtuber' ':' 'b']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'other' 'lang1' 'lang1' 'name' 'other' 'lang1']"
"['who' 'ever' 'true' 'desh' 'bakths' 'support' 'this' 'please' 'fight'
 'with' 'your' 'state' 'to' 'dispose' 'the' 'nuclear' 'waste' 'produced'
 'here' 'becos' 'the' 'so' 'called' 'electricity' 'produced' 'is' 'used'
 'by' 'all' 'the' 'other' 'states' 'too']","['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
"['Best' 'of' 'luck' '.' 'Virat' '..' '..' '..' ',' 'n' 'u' 'r' 'great'
 'batsman' ',' 'play' 'well' 'n' 'my' 'whishes' 'with' '..' '..' '.'
 'Virat' 'love' 'u']","['lang1' 'lang1' 'lang1' 'other' 'name' 'other' 'other' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'name' 'lang1' 'lang1']"
['HAHAHAH' 'WE' 'ARE' 'DONE' 'FOR' 'THE' 'NIGHT'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['do' 'not' 'talk' 'politics' 'here' ',' 'when' 'one' 'points' 'finger'
 'at' 'another' ',' 'three' 'point' 'at' 'you']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1']"
['health' 'tips' 'by' 'dr' 'monikaa'],['lang1' 'lang1' 'lang1' 'lang1' 'name']
"['@zebpay' 'I' 'read' 'one' 'article' 'by' 'sandeep' '..' 'I' 'think'
 'zebpay' 'behaves' 'like' 'a' 'broker' 'not' 'exchange' '..' '.' 'I' 'am'
 'sure' 'one' 'day' 'zebpay' 'will' 'close']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other' 'lang1'
 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1']"
"['Another' 'Glorious' 'Knock' 'By' 'Run' 'Machine' 'of' 'India' '.'
 'Today' 'well' 'played' 'by' 'Virat' 'Kohli' '.' 'Today' 'he' 'played'
 'fantastically' '.' 'Aise' 'hi' 'Khelte' 'Jao' 'India' 'ke' 'liye'
 'Virat' 'Bhai' '.' 'You' 'are' 'the' 'best' 'cricketer' 'in' 'the'
 'world' '.' 'Good' 'Bless' 'You']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'name'
 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1']"
"['Jai' 'Hind' 'Best' 'Pm' 'Best' 'India' 'Best' 'Modi' 'Sarkar' 'Hai' '?'
 'Best' 'BharatKi' 'Army' 'Fir' 'Keon' 'Nari' 'Pe' 'Atteyachar' 'Hai' '?']","['lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'name' 'lang2' 'lang2'
 'other' 'lang1' 'name' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
"['Your' 'other' 'half' 'seems' 'to' 'in' 'the' 'influence' 'of' 'jihadi'
 'group' 'stop' 'her' 'or' 'stay' 'away' 'from' 'her' '..' '..' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other']"
"['Holy' 'fuck' ',' 'so' 'unlucky' '.']",['lang1' 'lang1' 'other' 'lang1' 'lang1' 'other']
"['Chita' 'ki' 'chall' ',' 'baz' 'ki' 'nazar' ',' 'aur' 'virat' 'ki'
 'batting' 'for' 'sandeh' 'nahi' 'karte' ',' 'kavi' 'vi' 'jeet' 'dila'
 'sakte' 'hai']","['lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'name' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
['varun' 'anand' 'onion' 'is' 'cost' 'more' 'than' 'a' 'bear'],['name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['We' 'wanna' 'want' 'a' 'double' 'century' 'from' 'you' 'at' 'feroz'
 'shah' 'kotla' 'stadium' '#delhiboy' '!!' '!!']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'name' 'name' 'name' 'lang1' 'other' 'other']"
"['@WatsonTirajoh' '@City_Watch' 'Defensively' 'weaker' 'than' 'Danilo'
 '..']",['other' 'other' 'lang1' 'lang1' 'lang1' 'name' 'other']
"['Is' ""n't"" 'Kors' 'a' 'homo']",['lang1' 'lang1' 'name' 'lang1' 'lang1']
"['@aliasshivani' '@aliaa08' 'I' 'did' ""n't"" 'know' 'that' 'she' 'is' 'in'
 'Delhi' '.' 'No' 'at' 'that' 'time' 'I' 'was' 'also' 'having' 'my' 'Unit'
 'tests' 'n' 'even' 'I' 'was' 'off' 'from' 'Twitter']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name']"
['Nice' 'sir' 'Amitabh' 'Bachchan' 'ji' '..' 'is' 'a' 'joy'],['lang1' 'lang1' 'name' 'name' 'lang2' 'other' 'lang1' 'lang1' 'lang1']
"['Definitley' 'The' '70mm' 'show' 'will' 'b' 'very' 'entertataining' '&'
 'with' 'his' 'life' 'time' 'experience' '&' 'memories' 'about' 'his'
 'intresting' 'film' 'journey' 'Ur' 'Dad' 'will' 'rock' 'the' 'show' ','
 'U' 'r' 'looking' 'cute' 'in' 'each' '&' 'every' 'pic' 'from' 'Ur'
 'Ladakh' 'schedule' 'while' 'shooting' 'of' 'Ur' 'film' 'Tubelight' ','
 'Ur' 'interaction' 'bring' 'happines' ',' 'always' 'b' 'happy' ':)']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'other']"
['Happy' 'birthday' 'amit' 'ji' 'sir'],['lang1' 'lang1' 'name' 'lang2' 'lang1']
['i' 'want' 'to' 'share' '1' 'topic'],['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1']
"['Russia' 'is' 'India' ""'s"" 'congenial' 'partner' '.' 'USA' 'is' 'an'
 'evil' 'hypocrite' 'power' 'like' 'China' '.' 'Both' 'backstab' 'when'
 'they' 'see' 'their' 'first' 'cahance' '.']","['name' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'other' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['But' 'u' 'looking' 'gorgeous' '#Chopra'],['lang1' 'lang1' 'lang1' 'lang1' 'name']
